"row_id","eta_fixed","eta_conditional","mu_fixed","mu_conditional"
"Q1_0001",-2.65607481987142,-3.17392071297523,0.0656155769658074,0.0401590138031953
"Q1_0002",-2.5530466775854,-3.07089257068921,0.0722220732924218,0.0443240034612076
"Q1_0003",-2.39825689942607,-2.91610279252988,0.0833057132390856,0.0513632609763097
"Q1_0004",-2.14589268771341,-2.66373858081722,0.104715660144139,0.0651472717449698
"Q1_0005",-2.75879599823407,-3.08143708419608,0.0595918032152978,0.0438794843220967
"Q1_0006",-2.68757999396774,-3.01022107992974,0.0637102223468642,0.0469662490564903
"Q1_0007",-2.62050701555181,-2.94314810151382,0.0678302283190731,0.0500613523192321
"Q1_0008",-2.38168631761885,-2.70432740358086,0.0845799091550796,0.0627184882720009
"Q1_0009",-2.66086152974446,-2.88377882906407,0.0653227124594879,0.0529612834997519
"Q1_0010",-2.53778548794139,-2.760702787261,0.0732513649092644,0.0594850352680189
"Q1_0011",-2.46242757318333,-2.68534487250294,0.0785344815884971,0.0638436801785151
"Q1_0012",-2.29618329116578,-2.51910059048539,0.0914395528655501,0.0745299584215971
"Q1_0013",-2.6170673062902,-2.92090189690449,0.0680480422621695,0.0511299270774572
"Q1_0014",-2.47984011476583,-2.78367470538013,0.0772836029176745,0.0582127659824125
"Q1_0015",-2.3912624345719,-2.69509702518619,0.0838414107777047,0.0632632900547687
"Q1_0016",-2.01606291708319,-2.31989750769748,0.117526707726296,0.0894884100790501
"Q1_0017",-2.61983276763776,-2.4316814770752,0.0678728729595018,0.0807885097724824
"Q1_0018",-2.50896853050011,-2.32081723993754,0.0752318394544679,0.0894134983694172
"Q1_0019",-2.39264101054915,-2.20448971998658,0.0837355802926595,0.0993480346775784
"Q1_0020",-2.19167621153384,-2.00352492097127,0.100500462337594,0.118833324417097
"Q1_0021",-2.86591749186798,-2.80736423280093,0.0538643301789935,0.0569275215148178
"Q1_0022",-2.64188842822038,-2.58333516915333,0.0664907253840601,0.0702186719734238
"Q1_0023",-2.53970449731455,-2.4811512382475,0.0731211984396388,0.0771901573948544
"Q1_0024",-2.17195597347298,-2.11340271440593,0.102297271653499,0.107800956968423
"Q1_0025",-2.87611192606633,-3.58013537623615,0.0533471482692751,0.0271161456315557
"Q1_0026",-2.67218533152868,-3.3762087816985,0.0646347240842011,0.0330473297129845
"Q1_0027",-2.57285073175825,-3.27687418192806,0.0709062720657763,0.036373118019972
"Q1_0028",-2.35385285860499,-3.05787630877481,0.0867600135604869,0.0448786461914059
"Q1_0029",-2.53023539493767,-3.19723272448498,0.0737655618170252,0.0392699931744022
"Q1_0030",-2.45684726885404,-3.12384459840136,0.0789392614031483,0.0421343341449946
"Q1_0031",-2.3284194941679,-2.99541682371522,0.0887964615054193,0.0476333557758899
"Q1_0032",-2.15008916122557,-2.81708649077289,0.104322891633516,0.0564078076484583
"Q1_0033",-2.6071145987302,-2.70967469606304,0.0686819380992306,0.0624048823709791
"Q1_0034",-2.48939130484084,-2.59195140217368,0.0766052434532218,0.0696582141615989
"Q1_0035",-2.35985196267162,-2.46241206000446,0.0862858651350808,0.0785356042352099
"Q1_0036",-2.20652298448159,-2.30908308181444,0.0991662503814638,0.0903734926879155
"Q1_0037",-2.53819276366582,-3.69253259730326,0.0732237215562658,0.024303466914432
"Q1_0038",-2.43397073273785,-3.58831056637529,0.0806186687622437,0.0269013088202217
"Q1_0039",-2.39832882555831,-3.55266865919575,0.0833002207019423,0.0278502298075005
"Q1_0040",-2.04700860381077,-3.20134843744821,0.114354994367279,0.0391150102310505
"Q1_0041",-2.96454688013011,-3.28278144253199,0.0490534713136117,0.0361666339722675
"Q1_0042",-2.73553005738811,-3.05376461979,0.0609090790311435,0.0450552220838632
"Q1_0043",-2.59060643986618,-2.90884100226807,0.0697454261827044,0.0517182472133876
"Q1_0044",-2.26277339499746,-2.58100795739934,0.094253338621551,0.0703707630495349
"Q1_0045",-2.81663648458206,-3.11925825436677,0.0564317644449025,0.0423198237407194
"Q1_0046",-2.64384053976361,-2.94646230954832,0.0663696608792906,0.0499039792663692
"Q1_0047",-2.5268530993407,-2.82947486912541,0.0739969878853556,0.0557520363371013
"Q1_0048",-2.32437406659653,-2.62699583638123,0.0891243286828738,0.0674210935559725
"Q1_0049",-2.88480286100157,-2.46841356080177,0.0529099452648719,0.0781023861376011
"Q1_0050",-2.59158664226917,-2.17519734206936,0.0696818564836774,0.101999992026437
"Q1_0051",-2.49801521970357,-2.08162591950377,0.0759974376818769,0.110895553289291
"Q1_0052",-2.15106638195508,-1.73467708175527,0.104231615794448,0.149990306896117
"Q1_0053",-2.73707198442963,-3.08947513324205,0.0608209417852196,0.0435434890829534
"Q1_0054",-2.59795925191699,-2.95036240072942,0.0692698749588003,0.0497193862832508
"Q1_0055",-2.52762831356815,-2.88003146238058,0.0739438866340973,0.0531495530416302
"Q1_0056",-2.21416923834179,-2.56657238715422,0.0984852832960675,0.0713209963511091
"Q1_0057",-2.80968208547418,-3.02841167590466,0.0568032111905015,0.0461587075117471
"Q1_0058",-2.68938581888452,-2.908115409315,0.0636025875003242,0.0517538443868331
"Q1_0059",-2.56399359973887,-2.78272319016935,0.0714919894942967,0.0582649538243777
"Q1_0060",-2.36801021616489,-2.58673980659538,0.0856448305810228,0.0699967149626994
"Q1_0061",-2.67801416987282,-2.53800893484725,0.0642832225498052,0.0732361975278036
"Q1_0062",-2.55850914958477,-2.41850391455919,0.0718569088423963,0.0817725199309847
"Q1_0063",-2.48314138333239,-2.34313614830682,0.07704851493678,0.087612896490223
"Q1_0064",-2.26674613698773,-2.12674090196216,0.0939147332934366,0.106524786137031
"Q1_0065",-2.73375232412431,-2.65792765367061,0.0610108432951019,0.065502070792016
"Q1_0066",-2.68451251058258,-2.60868784012888,0.0638934465709766,0.0685813743987542
"Q1_0067",-2.80340287597583,-3.00735304686052,0.0571405676556796,0.0470947903503144
"Q1_0068",-2.76675360318606,-2.97070377407075,0.0591474138479733,0.0487670653673419
"Q1_0069",-2.63457224727034,-2.83852241815503,0.0669462814295596,0.0552776494225528
"Q1_0070",-2.24562977816523,-2.44957994904992,0.0957270984622576,0.0794692721245942
"Q1_0071",-2.58744706531919,-2.85332882089419,0.0699506884175621,0.0545095010902774
"Q1_0072",-2.47695255603948,-2.74283431161448,0.0774897686845362,0.0604926193364833
"Q1_0073",-2.37555567010815,-2.64143742568314,0.0850557920626352,0.0665187244539539
"Q1_0074",-2.11252791498081,-2.37840967055581,0.107885123970916,0.0848339528891601
"Q1_0075",-2.58656734238602,-2.70930495952007,0.0700079427281175,0.0624265193462991
"Q1_0076",-2.47203831968021,-2.59477593681426,0.0778417935900908,0.0694753898656343
"Q1_0077",-2.61666195314825,-2.58136677984306,0.0680737532490287,0.0703472929634202
"Q1_0078",-2.4352420191544,-2.39994684584921,0.0805244921275223,0.0831767498534458
"Q1_0079",-2.38303344315659,-2.3477382698514,0.0844756647669787,0.0872457147729543
"Q1_0080",-1.95688849535016,-1.92159332204497,0.123804178438124,0.127683995545641
"Q1_0081",-2.79917554529615,-2.83294914442562,0.0573687441401426,0.0555694195097056
"Q1_0082",-2.65172606436729,-2.68549966349676,0.065882704108853,0.0638344293068739
"Q1_0083",-2.48524407668971,-2.51901767581918,0.0768991210365576,0.0745356776826659
"Q1_0084",-2.21795913139055,-2.25173273052002,0.0981493057669533,0.0952001078852682
"Q1_0085",-2.57525478561023,-3.08127810343856,0.0707480597118754,0.0438861546964335
"Q1_0086",-2.48230905011364,-2.98833236794198,0.0771077246915736,0.0479557699124928
"Q1_0087",-2.38204892531349,-2.88807224314182,0.0845518380667869,0.0527463542149556
"Q1_0088",-2.19064173795848,-2.69666505578681,0.100594017527702,0.0631704305316864
"Q1_0089",-2.81754576877431,-3.04453257828727,0.0563833671125162,0.0454541054734312
"Q1_0090",-2.55682001097294,-2.78380682048591,0.071969644900541,0.0582055233213285
"Q1_0091",-2.52655021934874,-2.75353702886171,0.0740177443346343,0.0598872026122878
"Q1_0092",-2.23768656475237,-2.46467337426533,0.0964169016767299,0.0783721138668409
"Q1_0093",-2.81697956589255,-2.89023015910225,0.0564134990985444,0.0526386397223089
"Q1_0094",-2.65203207211911,-2.72528266532881,0.0658638742282956,0.0614978653947309
"Q1_0095",-2.52987549184276,-2.60312608505246,0.0737901556819055,0.0689375016093539
"Q1_0096",-2.26649435827864,-2.33974495148833,0.0939361605319796,0.0878843575469935
"Q1_0097",-2.71224942912422,-3.14160138668045,0.0622544030454363,0.0414234853950762
"Q1_0098",-2.62513250684673,-3.05448446440296,0.0675383457886454,0.0450242607309719
"Q1_0099",-2.36529645841604,-2.79464841597227,0.0858575834916244,0.0576140514389093
"Q1_0100",-1.98934132373267,-2.4186932812889,0.120326564653857,0.0817583023093964
"Q1_0101",-2.53148568203345,-2.32814472608106,0.0736801824579002,0.0888186959567067
"Q1_0102",-2.45446647843525,-2.25112552248287,0.0791125371860433,0.0952524238502505
"Q1_0103",-2.35758216051093,-2.15424120455855,0.0864649858587554,0.10393556314392
"Q1_0104",-2.10780262205905,-1.90446166610667,0.108340757530655,0.129604334670718
"Q1_0105",-2.75867345383722,-2.48826509195087,0.0595986710499456,0.0766849462358822
"Q1_0106",-2.64438486122414,-2.37397649933779,0.0663359401075944,0.0851787657468306
"Q1_0107",-2.61019632574361,-2.33978796385726,0.0684850780875093,0.0878809097066274
"Q1_0108",-2.41179630962875,-2.1413879477424,0.0822775806004472,0.105138733457184
"Q1_0109",-2.67106561082566,-3.07923772144278,0.0647024521339344,0.0439718491732203
"Q1_0110",-2.51782680891663,-2.92599891953374,0.0746178654455918,0.0508832066785904
"Q1_0111",-2.48470759287814,-2.89287970349526,0.0769372123319147,0.0525066692394236
"Q1_0112",-2.14657833982505,-2.55475045044217,0.104651397478849,0.0721079933841812
"Q1_0113",-2.47763120624992,-2.67046610663479,0.0774412692118075,0.0647387412254329
"Q1_0114",-2.40736701850936,-2.60020191889423,0.0826126468236602,0.0691254263172552
"Q1_0115",-2.25753786517164,-2.45037276555651,0.0947012444160873,0.0794112938328865
"Q1_0116",-2.05389129968187,-2.24672620006673,0.113659777222709,0.095632230491593
"Q1_0117",-2.80340118835984,-3.19994952056593,0.0571406585769422,0.0391676224713552
"Q1_0118",-2.61413579645413,-3.01068412866022,0.0682341868816961,0.0469455271479432
"Q1_0119",-2.49973180927909,-2.89628014148519,0.0758769833263022,0.0523377555993455
"Q1_0120",-2.2873281538358,-2.68387648604189,0.0921778895349295,0.0639314984352141
"Q1_0121",-2.71816066530651,-3.13815229802889,0.0619102038739449,0.0415606571841694
"Q1_0122",-2.48726942381452,-2.9072610565369,0.0767554736064251,0.0517957881377135
"Q1_0123",-2.43925375829255,-2.85924539101493,0.0802279611728431,0.0542053741227537
"Q1_0124",-2.22644762851181,-2.64643926123418,0.0974004965555576,0.0662088131549602
"Q1_0125",-2.91556325983178,-3.17999648031211,0.0513895561124542,0.0399254688672504
"Q1_0126",-2.57392796539683,-2.83836118587717,0.0708353382461556,0.0552860699033096
"Q1_0127",-2.43844447114579,-2.70287769162613,0.0802876999240245,0.0628037634583248
"Q1_0128",-2.05197184852387,-2.31640506900421,0.113853288538706,0.0897733830751972
"Q1_0129",-2.59335959799048,-2.7438508880131,0.0695670099829269,0.0604348697903859
"Q1_0130",-2.47168603239838,-2.622177322421,0.0778670853950083,0.0677246922106732
"Q1_0131",-2.36752682444059,-2.51801811446322,0.0856826924700115,0.0746046568649512
"Q1_0132",-2.0961626049296,-2.24665389495223,0.109470355538473,0.0956384841056844
"Q1_0133",-2.88403437979676,-3.20883275819701,0.052948467462761,0.0388346801219205
"Q1_0134",-2.72272789682936,-3.04752627522961,0.0616454813913233,0.045324391469524
"Q1_0135",-2.61497295170924,-2.93977133010949,0.068180981222848,0.0502221796022055
"Q1_0136",-2.29337774059736,-2.61817611899761,0.0916729007274748,0.0679777577956301
"Q1_0137",-2.76221881462824,-2.67027333917816,0.0594002753647638,0.0647504138186907
"Q1_0138",-2.67275293117833,-2.58080745572824,0.0646004171473631,0.0703838807418991
"Q1_0139",-2.48318929876163,-2.39124382331154,0.0770451076418507,0.0838428403574402
"Q1_0140",-2.21412216104891,-2.12217668559882,0.0984894631764134,0.106959976532181
"Q1_0141",-2.57779893732007,-2.93046837185294,0.0705809826786457,0.0506677912380399
"Q1_0142",-2.51242543301433,-2.8650948675472,0.0749916886711872,0.0539062689419793
"Q1_0143",-2.35855610026284,-2.71122553479572,0.0863880865121145,0.062314203557503
"Q1_0144",-1.98603110533874,-2.33870053987162,0.120677385515498,0.0879681143532549
"Q1_0145",-2.66569240672307,-2.64008935896871,0.0650283787336817,0.06660248021759
"Q1_0146",-2.63135835316402,-2.60575530540966,0.0671473152671059,0.0687689359211234
"Q1_0147",-2.51633469440345,-2.49073164664909,0.0747209614296542,0.0765104856440453
"Q1_0148",-2.05702993484218,-2.03142688708782,0.113343970449577,0.115942586112896
"Q1_0149",-2.5198581921278,-2.61129496907995,0.0744777195046939,0.068415023494908
"Q1_0150",-2.44835152572066,-2.53978830267281,0.0795591825259579,0.0731155187775179
"Q1_0151",-2.25352126175668,-2.34495803870883,0.0950461605839205,0.0874673696395917
"Q1_0152",-1.99930668862951,-2.09074346558165,0.119275734489078,0.109999768109586
"Q1_0153",-2.60510053067562,-2.44770159703928,0.0688108793857076,0.0796067894979219
"Q1_0154",-2.47746391459305,-2.32006498095671,0.0774532220617798,0.0894747652567186
"Q1_0155",-2.41698583801271,-2.25958690437637,0.0818865782787495,0.0945257201340858
"Q1_0156",-2.14921069012171,-1.99181175648536,0.104405004181133,0.120065319254055
"Q1_0157",-2.75054699586184,-3.3927281618988,0.0600557653345079,0.0325235021503632
"Q1_0158",-2.67957187020541,-3.32175303624237,0.0641895890581806,0.034832424900108
"Q1_0159",-2.58352059743786,-3.22570176347482,0.0702065666944626,0.0382098936707879
"Q1_0160",-2.17451137294637,-2.81669253898333,0.102062841206222,0.0564287797780548
"Q1_0161",-2.94904241520378,-3.60791450224009,0.0497817892073217,0.0263928562479887
"Q1_0162",-2.7807360569928,-3.43960814402911,0.0583740838747788,0.0310802824592678
"Q1_0163",-2.71218495744899,-3.3710570444853,0.0622581669302004,0.0332123511385451
"Q1_0164",-2.34823601520187,-3.00710810223818,0.0872060855119882,0.0471057839180863
"Q1_0165",-2.0405515272257,-2.69942361426201,0.115010583946845,0.0630073758294038
"Q1_0166",-2.51775821577151,-2.6240707442145,0.0746226019431794,0.0676052430375192
"Q1_0167",-2.39504726623038,-2.50135979467336,0.0835511477170484,0.0757629083231332
"Q1_0168",-2.40531815236111,-2.5116306808041,0.0827680587255782,0.0750468376161907
"Q1_0169",-2.66760531100349,-3.07130905368559,0.0649121714756723,0.0443063648448619
"Q1_0170",-2.56539577977266,-2.96909952245476,0.0713989674499258,0.0488415386313607
"Q1_0171",-2.42370435165639,-2.82740809433849,0.0813828893928157,0.0558609390570473
"Q1_0172",-2.23970386373212,-2.64340760641422,0.0962412962406342,0.0663964925137232
"Q1_0173",-2.5476368451396,-2.95176249077881,0.07258540470897,0.0496532774002261
"Q1_0174",-2.43256209379661,-2.83668773943582,0.0807231377916487,0.0553735382823071
"Q1_0175",-2.33819270787108,-2.74231835351029,0.0880088661012525,0.0605219495692662
"Q1_0176",-2.15245451031854,-2.55658015595775,0.104102081061876,0.0719856664654113
"Q1_0177",-2.7733271833994,-1.83200098219355,0.0587826590660247,0.13800007176771
"Q1_0178",-2.68623489935773,-1.74490869815188,0.0637905059971418,0.148690511351174
"Q1_0179",-2.54297499895864,-1.60164879775279,0.072899851084733,0.167751298774398
"Q1_0180",-2.18263734437139,-1.24131114316554,0.10132053271822,0.22420784474633
"Q1_0181",-2.69703314622093,-2.48417646334895,0.063148650468901,0.0769749405005322
"Q1_0182",-2.62943720144942,-2.41658051857744,0.0672677535477176,0.0819170558313277
"Q1_0183",-2.53784296884629,-2.32498628597431,0.0732474628791236,0.0890746404901222
"Q1_0184",-2.25303911950901,-2.04018243663703,0.095087638887613,0.115048156487901
"Q1_0185",-2.66853959340997,-2.98506826174414,0.0648554849058316,0.0481050160741459
"Q1_0186",-2.54513384537621,-2.86166251371038,0.0727540789154107,0.0540815885714269
"Q1_0187",-2.48681571403355,-2.80334438236772,0.0767876315032368,0.0571437191110553
"Q1_0188",-2.25509702122573,-2.5716256895599,0.0949107122081347,0.0709870185321581
"Q1_0189",-2.64307725616512,-2.47923457012333,0.066416973197889,0.0773267958743528
"Q1_0190",-2.51239215802855,-2.34854947198675,0.0749939969208913,0.0871811372090696
"Q1_0191",-2.50699942437802,-2.34315673833622,0.0753689487606494,0.0876112506015536
"Q1_0192",-2.28381223888434,-2.11996955284255,0.0924725274260302,0.107170983799028
"Q1_0193",-2.79020682303576,-2.86308391315966,0.057855680652444,0.0540089204375719
"Q1_0194",-2.51175819137813,-2.58463528150203,0.0750379869735423,0.0701338376396196
"Q1_0195",-2.37051968055601,-2.44339677067991,0.085448519172066,0.0799227735365088
"Q1_0196",-2.08690020896884,-2.15977729909274,0.110376586575272,0.10342109961532
"Q1_0197",-2.95297958315858,-3.14383579767048,0.0495958769216589,0.0413348531950894
"Q1_0198",-2.70224334872881,-2.89309956324071,0.0628411108892483,0.0524957323549626
"Q1_0199",-2.5949166501735,-2.7857728646854,0.0694662935006549,0.0580978429819155
"Q1_0200",-2.08252115270632,-2.27337736721822,0.110807316070478,0.0933519678761048
"Q1_0201",-3.12519420652155,-2.3314977531408,0.0420798989135695,0.0885477095574088
"Q1_0202",-3.11948425379432,-2.32578780041357,0.0423106651897634,0.0890096267454394
"Q1_0203",-2.77689347008802,-1.98319701670728,0.0585856563960716,0.120978446449404
"Q1_0204",-2.19603989376788,-1.40234344038714,0.100106672057728,0.19744450616611
"Q1_0205",-2.92960919247866,-3.50776332883073,0.0507091342105831,0.0290921458890712
"Q1_0206",-2.77893515499585,-3.35708929134792,0.0584731520093997,0.0336637817636542
"Q1_0207",-2.64348116552476,-3.22163530187683,0.0663919328771383,0.0383596166697741
"Q1_0208",-2.29231505497557,-2.87046919132764,0.0917614278809279,0.0536328325789577
"Q1_0209",-2.502504076665,-2.80990038403175,0.0756828212777955,0.056791516626094
"Q1_0210",-2.43638397996619,-2.74378028733294,0.080439981500229,0.0604388787976585
"Q1_0211",-2.30884006102495,-2.6162363683917,0.0903934724740386,0.0681007571891899
"Q1_0212",-2.04589499824582,-2.35329130561257,0.114467826478136,0.0868045172540972
