"GA","BMI","eta_fixed"
11,20.703125,-3.05979350131793
11.3050847457627,20.703125,-3.0371196633933
11.6101694915254,20.703125,-3.01449486112302
11.9152542372881,20.703125,-2.99202132223312
12.2203389830508,20.703125,-2.96984324283612
12.5254237288136,20.703125,-2.94812909871138
12.8305084745763,20.703125,-2.92705592802599
13.135593220339,20.703125,-2.90679561073682
13.4406779661017,20.703125,-2.88750316973272
13.7457627118644,20.703125,-2.8693071083305
14.0508474576271,20.703125,-2.85230179023432
14.3559322033898,20.703125,-2.83654184342751
14.6610169491525,20.703125,-2.82203835197795
14.9661016949153,20.703125,-2.80875048164705
15.271186440678,20.703125,-2.79658376503811
15.5762711864407,20.703125,-2.785399948923
15.8813559322034,20.703125,-2.77502081561737
16.1864406779661,20.703125,-2.76523278045421
16.4915254237288,20.703125,-2.75579261432467
16.7966101694915,20.703125,-2.74643405998337
17.1016949152542,20.703125,-2.73687510662564
17.4067796610169,20.703125,-2.72682567783474
17.7118644067797,20.703125,-2.71599548608762
18.0169491525424,20.703125,-2.70410181182648
18.3220338983051,20.703125,-2.69087904152562
18.6271186440678,20.703125,-2.67611539870867
18.9322033898305,20.703125,-2.6596451502219
19.2372881355932,20.703125,-2.64133142365202
19.5423728813559,20.703125,-2.62107509413421
19.8474576271186,20.703125,-2.59881799938828
20.1525423728814,20.703125,-2.57454478883935
20.4576271186441,20.703125,-2.54828345974833
20.7627118644068,20.703125,-2.52010456585799
21.0677966101695,20.703125,-2.49011913008614
21.3728813559322,20.703125,-2.45847533674193
21.6779661016949,20.703125,-2.42535410824991
21.9830508474576,20.703125,-2.39096353602739
22.2881355932203,20.703125,-2.3555191494784
22.5932203389831,20.703125,-2.31922668449528
22.8983050847458,20.703125,-2.28229352676626
23.2033898305085,20.703125,-2.24492536999981
23.5084745762712,20.703125,-2.20732026688486
23.8135593220339,20.703125,-2.16966163786362
24.1186440677966,20.703125,-2.1321117476136
24.4237288135593,20.703125,-2.09480590550675
24.728813559322,20.703125,-2.05784758564099
25.0338983050847,20.703125,-2.02130464346772
25.3389830508475,20.703125,-1.98521180811536
25.6440677966102,20.703125,-1.94958813915016
25.9491525423729,20.703125,-1.91443935436304
26.2542372881356,20.703125,-1.87975713170463
26.5593220338983,20.703125,-1.84551211448782
26.864406779661,20.703125,-1.81165763763047
27.1694915254237,20.703125,-1.77814024629177
27.4745762711864,20.703125,-1.74490611893944
27.7796610169492,20.703125,-1.71190144947647
28.0847457627119,20.703125,-1.67907517871179
28.3898305084746,20.703125,-1.64638213629468
28.6949152542373,20.703125,-1.61377791277596
29,20.703125,-1.58121809870642
11,21.1467161016949,-3.02656981123492
11.3050847457627,21.1467161016949,-3.00502482118424
11.6101694915254,21.1467161016949,-2.98352751110809
11.9152542372881,21.1467161016949,-2.96217875305267
12.2203389830508,21.1467161016949,-2.94112138745069
12.5254237288136,21.1467161016949,-2.92052253440168
12.8305084745763,21.1467161016949,-2.90055787639293
13.135593220339,21.1467161016949,-2.88139793770147
13.4406779661017,21.1467161016949,-2.86319638553633
13.7457627118644,21.1467161016949,-2.84608036753452
14.0508474576271,21.1467161016949,-2.83014289172035
14.3559322033898,21.1467161016949,-2.81543723039735
14.6610169491525,21.1467161016949,-2.80197297661381
14.9661016949153,21.1467161016949,-2.78970286214522
15.271186440678,21.1467161016949,-2.77851974286033
15.5762711864407,21.1467161016949,-2.76827228905075
15.8813559322034,21.1467161016949,-2.75876920655188
16.1864406779661,21.1467161016949,-2.74978383421645
16.4915254237288,21.1467161016949,-2.74105986645538
16.7966101694915,21.1467161016949,-2.73231796954303
17.1016949152542,21.1467161016949,-2.72326305619448
17.4067796610169,21.1467161016949,-2.71359197351276
17.7118644067797,21.1467161016949,-2.70300135749454
18.0169491525424,21.1467161016949,-2.69119541210179
18.3220338983051,21.1467161016949,-2.6778967835737
18.6271186440678,21.1467161016949,-2.66290299059331
18.9322033898305,21.1467161016949,-2.64607433786704
19.2372881355932,21.1467161016949,-2.62730045450322
19.5423728813559,21.1467161016949,-2.60650871715865
19.8474576271186,21.1467161016949,-2.58366746507478
20.1525423728814,21.1467161016949,-2.55878784919836
20.4576271186441,21.1467161016949,-2.53192436831191
20.7627118644068,21.1467161016949,-2.50317407767984
21.0677966101695,21.1467161016949,-2.47267450174157
21.3728813559322,21.1467161016949,-2.44060032632789
21.6779661016949,21.1467161016949,-2.40715897538497
21.9830508474576,21.1467161016949,-2.37258489899288
22.2881355932203,21.1467161016949,-2.33710853157509
22.5932203389831,21.1467161016949,-2.30093086916634
22.8983050847458,21.1467161016949,-2.26425262548019
23.2033898305085,21.1467161016949,-2.22727282225041
23.5084745762712,21.1467161016949,-2.19018284019124
23.8135593220339,21.1467161016949,-2.1531594277702
24.1186440677966,21.1467161016949,-2.11635817769012
24.4237288135593,21.1467161016949,-2.07990772734824
24.728813559322,21.1467161016949,-2.04390487886781
25.0338983050847,21.1467161016949,-2.00841081572552
25.3389830508475,21.1467161016949,-1.97345359507512
25.6440677966102,21.1467161016949,-1.93904560450816
25.9491525423729,21.1467161016949,-1.90518588984087
26.2542372881356,21.1467161016949,-1.87185945704918
26.5593220338983,21.1467161016949,-1.83903027747132
26.864406779661,21.1467161016949,-1.80664501405042
27.1694915254237,21.1467161016949,-1.77464353997101
27.4745762711864,21.1467161016949,-1.74296536172611
27.7796610169492,21.1467161016949,-1.71155000124402
28.0847457627119,21.1467161016949,-1.68033972735898
28.3898305084746,21.1467161016949,-1.64928269774559
28.6949152542373,21.1467161016949,-1.61832783097995
29,21.1467161016949,-1.5874240456382
11,21.5903072033898,-2.99355193465124
11.3050847457627,21.5903072033898,-2.97312497133695
11.6101694915254,21.5903072033898,-2.95274434171816
11.9152542372881,21.5903072033898,-2.93250957156201
12.2203389830508,21.5903072033898,-2.91256215502216
12.5254237288136,21.5903072033898,-2.89306786591911
12.8305084745763,21.5903072033898,-2.8742010404611
13.135593220339,21.5903072033898,-2.85613085664611
13.4406779661017,21.5903072033898,-2.83900963540413
13.7457627118644,21.5903072033898,-2.82296317809313
14.0508474576271,21.5903072033898,-2.80808314645837
14.3559322033898,21.5903072033898,-2.79442146652434
14.6610169491525,21.5903072033898,-2.78198625174768
14.9661016949153,21.5903072033898,-2.77072388538379
15.271186440678,21.5903072033898,-2.76051472553909
15.5762711864407,21.5903072033898,-2.75119455098479
15.8813559322034,21.5903072033898,-2.74255917603588
16.1864406779661,21.5903072033898,-2.73436904802467
16.4915254237288,21.5903072033898,-2.72635496984169
16.7966101694915,21.5903072033898,-2.71822471624087
17.1016949152542,21.5903072033898,-2.70967030841688
17.4067796610169,21.5903072033898,-2.70037570195235
17.7118644067797,21.5903072033898,-2.69002464132354
18.0169491525424,21.5903072033898,-2.67830843897201
18.3220338983051,21.5903072033898,-2.66493816858798
18.6271186440678,21.5903072033898,-2.64972053977492
18.9322033898305,21.5903072033898,-2.63254157442701
19.2372881355932,21.5903072033898,-2.61331707650807
19.5423728813559,21.5903072033898,-2.59200059753039
19.8474576271186,21.5903072033898,-2.56858665159088
20.1525423728814,21.5903072033898,-2.54311256449179
20.4576271186441,21.5903072033898,-2.5156590098711
20.7627118644068,21.5903072033898,-2.48634921784872
21.0677966101695,21.5903072033898,-2.45534688771956
21.3728813559322,21.5903072033898,-2.42285288016986
21.6779661016949,21.5903072033898,-2.38910079400128
21.9830508474576,21.5903072033898,-2.35435111301515
22.2881355932203,21.5903072033898,-2.3188489899834
22.5932203389831,21.5903072033898,-2.282790731569
22.8983050847458,21.5903072033898,-2.24637045332148
23.2033898305085,21.5903072033898,-2.2097805788106
23.5084745762712,21.5903072033898,-2.17320589058659
23.8135593220339,21.5903072033898,-2.13681653895296
24.1186440677966,21.5903072033898,-2.10076151844852
24.4237288135593,21.5903072033898,-2.06516286830649
24.728813559322,21.5903072033898,-2.03011079248612
25.0338983050847,21.5903072033898,-1.99565987630007
25.3389830508475,21.5903072033898,-1.9618315787381
25.6440677966102,21.5903072033898,-1.92863168922772
25.9491525423729,21.5903072033898,-1.89605265542116
26.2542372881356,21.5903072033898,-1.86407288513035
26.5593220338983,21.5903072033898,-1.83264975152948
26.864406779661,21.5903072033898,-1.80172331939769
27.1694915254237,21.5903072033898,-1.77122686375547
27.4745762711864,21.5903072033898,-1.74109329293185
27.7796610169492,21.5903072033898,-1.71125553069111
28.0847457627119,21.5903072033898,-1.68164924770347
28.3898305084746,21.5903072033898,-1.65221600347952
28.6949152542373,21.5903072033898,-1.62289811843135
29,21.5903072033898,-1.59363791297108
11,22.0338983050847,-2.9609456850662
11.3050847457627,22.0338983050847,-2.94161510621322
11.6101694915254,22.0338983050847,-2.92232953357824
11.9152542372881,22.0338983050847,-2.90318716545092
12.2203389830508,22.0338983050847,-2.88432816850743
12.5254237288136,22.0338983050847,-2.86591698909077
12.8305084745763,22.0338983050847,-2.8481266359317
13.135593220339,22.0338983050847,-2.8311249595507
13.4406779661017,22.0338983050847,-2.81506295340028
13.7457627118644,22.0338983050847,-2.8000650913609
14.0508474576271,22.0338983050847,-2.78622170770036
14.3559322033898,22.0338983050847,-2.77358340096562
14.6610169491525,22.0338983050847,-2.76215682787761
14.9661016949153,22.0338983050847,-2.75188219410315
15.271186440678,22.0338983050847,-2.74262771793092
15.5762711864407,22.0338983050847,-2.73421665653141
15.8813559322034,22.0338983050847,-2.72643230261886
16.1864406779661,22.0338983050847,-2.71902258192486
16.4915254237288,22.0338983050847,-2.71170577573918
16.7966101694915,22.0338983050847,-2.70417713721505
17.1016949152542,22.0338983050847,-2.69611616594639
17.4067796610169,22.0338983050847,-2.68719429591509
17.7118644067797,22.0338983050847,-2.6770827499967
18.0169491525424,22.0338983050847,-2.66546031903201
18.3220338983051,22.0338983050847,-2.65202683953465
18.6271186440678,22.0338983050847,-2.63659800355046
18.9322033898305,22.0338983050847,-2.61908490881666
19.2372881355932,22.0338983050847,-2.59942888082025
19.5423728813559,22.0338983050847,-2.57760899259672
19.8474576271186,22.0338983050847,-2.55364527976618
20.1525423728814,22.0338983050847,-2.52760058965405
20.4576271186441,22.0338983050847,-2.49958111742152
20.7627118644068,22.0338983050847,-2.46973561471168
21.0677966101695,22.0338983050847,-2.43825330234263
21.3728813559322,22.0338983050847,-2.40536056252382
21.6779661016949,22.0338983050847,-2.3713165155801
21.9830508474576,22.0338983050847,-2.33640702915096
22.2881355932203,22.0338983050847,-2.30089160101497
22.5932203389831,22.0338983050847,-2.26496194943485
22.8983050847458,22.0338983050847,-2.22880573941749
23.2033898305085,22.0338983050847,-2.19260894398998
23.5084745762712,22.0338983050847,-2.15654989515989
23.8135593220339,22.0338983050847,-2.12079229268807
24.1186440677966,22.0338983050847,-2.08547868057067
24.4237288135593,22.0338983050847,-2.05072464749825
24.728813559322,22.0338983050847,-2.0166139468874
25.0338983050847,22.0338983050847,-1.98319471350812
25.3389830508475,22.0338983050847,-1.95048195580751
25.6440677966102,22.0338983050847,-1.91847501267041
25.9491525423729,22.0338983050847,-1.88715988120641
26.2542372881356,22.0338983050847,-1.85650851868475
26.5593220338983,22.0338983050847,-1.82647184773698
26.864406779661,22.0338983050847,-1.79698348259958
27.1694915254237,22.0338983050847,-1.76797024775037
27.4745762711864,22.0338983050847,-1.73935860097573
27.7796610169492,22.0338983050847,-1.71107501549727
28.0847457627119,22.0338983050847,-1.68304871144255
28.3898305084746,22.0338983050847,-1.6552147977795
28.6949152542373,22.0338983050847,-1.62750914437755
