scenario,Group,GA,mean_reliability,q10_reliability,min_reliability,detection_failure_risk,delay_risk,minimax_risk
no_error,1,10.0,0.7816458280364675,0.704272372154428,0.4842446681101162,0.21835417196353246,0.0,0.21835417196353246
no_error,1,10.1,0.7846586098263391,0.7074663559851546,0.4901031385597363,0.21534139017366094,0.0,0.21534139017366094
no_error,1,10.2,0.7876479379295804,0.7106450649206268,0.4959674749550155,0.21235206207041957,0.0,0.21235206207041957
no_error,1,10.3,0.7906136434502747,0.7138082543619316,0.5018363914768932,0.20938635654972526,0.0,0.20938635654972526
no_error,1,10.4,0.7935555639751316,0.7169557078716438,0.5077086018055619,0.2064444360248684,0.0,0.2064444360248684
no_error,1,10.5,0.7964735501166305,0.7200872384122986,0.5135828182812862,0.20352644988336954,0.0,0.20352644988336954
no_error,1,10.6,0.7993674507079161,0.7236480282289875,0.5194577453046122,0.20063254929208385,0.0,0.20063254929208385
no_error,1,10.7,0.8022371265963011,0.7268272728002241,0.5253320845933935,0.1977628734036989,0.0,0.1977628734036989
no_error,1,10.8,0.8050824448275784,0.7298921810663359,0.5312045360561986,0.1949175551724216,0.0,0.1949175551724216
no_error,1,10.9,0.8079032774722322,0.7329404384134072,0.5370738009484208,0.19209672252776777,0.0,0.19209672252776777
no_error,1,11.0,0.8106995062403269,0.7359718886571913,0.5429385825765047,0.18930049375967306,0.0,0.18930049375967306
no_error,1,11.1,0.8134709852145824,0.7387108274138127,0.548797468886737,0.1865290147854176,0.0,0.1865290147854176
no_error,1,11.2,0.8162174403522605,0.7414310563789916,0.5546485770475833,0.18378255964773949,0.0,0.18378255964773949
no_error,1,11.3,0.8189382518687813,0.744136468478294,0.5604894394760196,0.18106174813121867,0.0,0.18106174813121867
no_error,1,11.4,0.8216324242495836,0.7468258686250955,0.5663170007227036,0.1783675757504164,0.0,0.1783675757504164
no_error,1,11.5,0.824298623528949,0.7494976104596318,0.5721276546860921,0.175701376471051,0.0,0.175701376471051
no_error,1,11.6,0.8269352522997855,0.7521496576578071,0.5779173202976953,0.17306474770021452,0.0,0.17306474770021452
no_error,1,11.7,0.8295405012588667,0.7547797153632223,0.5836815476777248,0.1704594987411333,0.0,0.1704594987411333
no_error,1,11.8,0.8321123954225307,0.7573852044423126,0.5894155775591743,0.16788760457746932,0.0,0.16788760457746932
no_error,1,11.9,0.8346488313038373,0.7599633303062822,0.5951144022969409,0.16535116869616273,0.0,0.16535116869616273
no_error,1,12.0,0.8371476323747481,0.7625111803781999,0.6007727972041772,0.1628523676252519,0.0,0.1628523676252519
no_error,1,12.1,0.8396065879888911,0.765025724704024,0.6063853147960214,0.1603934120111089,0.006666666666666643,0.1603934120111089
no_error,1,12.2,0.8420234718938162,0.7675038715438601,0.6119466414278008,0.1579765281061838,0.013333333333333286,0.1579765281061838
no_error,1,12.3,0.8443960945921118,0.7699424923962392,0.6174512528867475,0.15560390540788815,0.02000000000000005,0.15560390540788815
no_error,1,12.4,0.8467223195719609,0.7723385084234855,0.622893833259262,0.15327768042803913,0.02666666666666669,0.15327768042803913
no_error,1,12.5,0.849000090646051,0.7746888409222361,0.6282689593375443,0.15099990935394902,0.03333333333333333,0.15099990935394902
no_error,1,12.6,0.8512274599045813,0.7769905405753263,0.6335715129586036,0.14877254009541874,0.03999999999999997,0.14877254009541874
no_error,1,12.7,0.8534025985416599,0.7795196865726299,0.6387964981059148,0.1465974014583401,0.04666666666666662,0.1465974014583401
no_error,1,12.8,0.855523818273994,0.7820720571793742,0.6439391190053221,0.14447618172600596,0.05333333333333338,0.14447618172600596
no_error,1,12.9,0.8575895878156171,0.78456298133326,0.6489947846049386,0.14241041218438288,0.060000000000000026,0.14241041218438288
no_error,1,13.0,0.8595985390306345,0.7869901443775307,0.6539593789894088,0.14040146096936545,0.06666666666666667,0.14040146096936545
no_error,1,13.1,0.8615494730041047,0.7893514370887689,0.6588288248171825,0.13845052699589533,0.0733333333333333,0.13845052699589533
no_error,1,13.2,0.8634413769628385,0.7916449629550816,0.6635995913031278,0.1365586230371615,0.07999999999999995,0.1365586230371615
no_error,1,13.3,0.8652734257286008,0.7938690705256704,0.6682684385886828,0.13472657427139922,0.08666666666666671,0.13472657427139922
no_error,1,13.4,0.8670449759475336,0.7960223235093905,0.6728324089819346,0.1329550240524664,0.09333333333333335,0.1329550240524664
no_error,1,13.5,0.8687555762263935,0.7981035465135201,0.6772891322527042,0.13124442377360646,0.1,0.13124442377360646
no_error,1,13.6,0.870404973085994,0.8001118184510928,0.6816364217826549,0.12959502691400604,0.10666666666666665,0.12959502691400604
no_error,1,13.7,0.8719930947931713,0.8020464638472284,0.6858725854262815,0.12800690520682867,0.11333333333333329,0.12800690520682867
no_error,1,13.8,0.873520059942725,0.8041895484993605,0.6899963225355524,0.12647994005727503,0.12000000000000005,0.12647994005727503
no_error,1,13.9,0.8749861769865183,0.8064212618766221,0.6940068089856398,0.12501382301348174,0.12666666666666668,0.12666666666666668
no_error,1,14.0,0.8763919297881675,0.8080291133106452,0.6979035000745403,0.12360807021183251,0.13333333333333333,0.13333333333333333
no_error,1,14.1,0.8777379830508295,0.8095642581231998,0.7016862872702511,0.1222620169491705,0.13999999999999999,0.13999999999999999
no_error,1,14.2,0.8790251799550075,0.8111452544334874,0.70535552286605,0.12097482004499249,0.1466666666666666,0.1466666666666666
no_error,1,14.3,0.8802545288131953,0.8131499102829437,0.7089118783799537,0.11974547118680468,0.15333333333333338,0.15333333333333338
no_error,1,14.4,0.8814272003128164,0.8150764009673059,0.7123564312132225,0.1185727996871836,0.16000000000000003,0.16000000000000003
no_error,1,14.5,0.8825445311730105,0.8169263658281735,0.7156906185583433,0.11745546882698954,0.16666666666666666,0.16666666666666666
no_error,1,14.6,0.8836080123027492,0.8187016180629623,0.7189162475273496,0.11639198769725079,0.1733333333333333,0.1733333333333333
no_error,1,14.7,0.884619247653866,0.8204037206042443,0.7220356866925983,0.11538075234613399,0.17999999999999997,0.17999999999999997
no_error,1,14.8,0.8855799781148472,0.8220340978690988,0.7250517298608268,0.11442002188515277,0.1866666666666667,0.1866666666666667
no_error,1,14.9,0.8864920932713277,0.8235944379291273,0.7279675317447571,0.11350790672867228,0.19333333333333336,0.19333333333333336
no_error,1,15.0,0.887357624382408,0.8250866218070625,0.7307865817207084,0.11264237561759205,0.2,0.2
no_error,1,15.1,0.8881787335166226,0.8265127541858468,0.7335125215439442,0.11182126648337742,0.20666666666666664,0.20666666666666664
